# Number of Zones: 1
# Number of Rooms: 1
# Simulation Duration: 2674800 seconds
# Time Step: 600 seconds 
# Number of Time Instances: 4458
# Thermal Capacity of Room (C): 2000 kJ/K 
# Thermal Capacity of SPOT Region (C_): 200 kJ/K 
# Heat Transfer Coefficient for Outside (alpha_o): 0.048 kJ/K.s 
# Heat Transfer Coefficient for Regions (alpha_r): 0.1425 kJ/K.s 
# Heat Load Due to Lightening and Equipments (Q_l): 0.1 kW 
# Heat Load Due to Presence of Occupants (Q_h): 0.1 kW 
# Heat Load of SPOT Unit (Q_s): 0.7 kW 
# Coefficient of Fan Power Consumption (fan_coef): 0.094
# Density of Air (density): 1.225 kg/m3 
# Specific Heat Capacity of Air (specific_heat): 1.003 kJ/kg.K 
# Parameter-1 of Learned PMV Model: 0.2466
# Parameter-2 of Learned PMV Model: 1.4075
# Parameter-3 of Learned PMV Model: 0.581
# Parameter-4 of Learned PMV Model: 5.4668
# Heating Efficiency of AHU: 0.9
# Cooling Efficiency of AHU: 0.9

S_{SPOT}^1, Occupancy^1, T_{HVAC}^1, T_{SPOT}^1, T_{NoSPOT}^1, DeltaT_{SPOT}^1, DeltaT_{NoSPOT}^1, PPV^1, T_{MixedAir}, T_{ext}, P_{AHU}
1, 1, 10.5222, 16.1363, 10.7889, 5.61403, 0.266667, -1.4876, 9.24901, -18.3, 2.12116
1, 1, 10.4962, 16.1102, 10.7628, 5.61403, 0.266667, -1.49402, 9.22816, -18.3, 2.12258
1, 1, 10.471, 16.085, 10.7376, 5.61403, 0.266667, -1.50024, 9.208, -18.3, 2.12396
1, 1, 10.4466, 16.0606, 10.7133, 5.61403, 0.266667, -1.50625, 9.1885, -18.3, 2.12529
1, 1, 10.423, 16.037, 10.6897, 5.61403, 0.266667, -1.51207, 9.16963, -18.3, 2.12658
1, 1, 10.4002, 16.0142, 10.6669, 5.61403, 0.266667, -1.51769, 9.15139, -18.3, 2.12782
1, 1, 10.3781, 15.9922, 10.6448, 5.61403, 0.266667, -1.52313, 9.21374, -17.9, 2.12356
1, 1, 10.3626, 15.9766, 10.6292, 5.61403, 0.266667, -1.52697, 9.20129, -17.9, 2.12441
1, 1, 10.3475, 15.9615, 10.6142, 5.61403, 0.266667, -1.53068, 9.18924, -17.9, 2.12524
1, 1, 10.3329, 15.947, 10.5996, 5.61403, 0.266667, -1.53428, 9.17758, -17.9, 2.12603
1, 1, 10.3189, 15.9329, 10.5855, 5.61403, 0.266667, -1.53775, 9.16631, -17.9, 2.1268
1, 1, 10.3052, 15.9193, 10.5719, 5.61403, 0.266667, -1.54111, 9.15541, -17.9, 2.12755
1, 1, 10.2921, 15.9061, 10.5587, 5.61403, 0.266667, -1.54436, 9.08487, -18.2, 2.13236
1, 1, 10.275, 15.889, 10.5417, 5.61403, 0.266667, -1.54857, 9.07122, -18.2, 2.13329
1, 1, 10.2585, 15.8725, 10.5251, 5.61403, 0.266667, -1.55264, 9.05801, -18.2, 2.13419
1, 1, 10.2425, 15.8566, 10.5092, 5.61403, 0.266667, -1.55657, 9.04524, -18.2, 2.13507
1, 1, 10.2271, 15.8411, 10.4937, 5.61403, 0.266667, -1.56038, 9.03289, -18.2, 2.13591
1, 1, 10.2121, 15.8262, 10.4788, 5.61403, 0.266667, -1.56406, 9.02094, -18.2, 2.13672
1, 1, 10.1977, 15.8117, 10.4644, 5.61403, 0.266667, -1.56763, 8.92939, -18.6, 2.14297
1, 1, 10.178, 15.792, 10.4446, 5.61403, 0.266667, -1.57249, 8.91361, -18.6, 2.14405
1, 1, 10.1589, 15.7729, 10.4256, 5.61403, 0.266667, -1.5772, 8.89834, -18.6, 2.14509
1, 1, 10.1404, 15.7545, 10.4071, 5.61403, 0.266667, -1.58175, 8.88358, -18.6, 2.1461
1, 1, 10.1226, 15.7366, 10.3893, 5.61403, 0.266667, -1.58615, 8.8693, -18.6, 2.14708
1, 1, 10.1053, 15.7194, 10.372, 5.61403, 0.266667, -1.5904, 8.85549, -18.6, 2.14802
1, 1, 10.0886, 15.7027, 10.3553, 5.61403, 0.266667, -1.59452, 8.84214, -18.6, 2.14893
1, 1, 10.0725, 15.6865, 10.3392, 5.61403, 0.266667, -1.5985, 8.82922, -18.6, 2.14981
1, 1, 10.0569, 15.6709, 10.3235, 5.61403, 0.266667, -1.60236, 8.81672, -18.6, 2.15066
1, 1, 10.0418, 15.6558, 10.3084, 5.61403, 0.266667, -1.60608, 8.80464, -18.6, 2.15149
1, 1, 10.0272, 15.6412, 10.2938, 5.61403, 0.266667, -1.60968, 8.79295, -18.6, 2.15229
1, 1, 10.013, 15.6271, 10.2797, 5.61403, 0.266667, -1.61317, 8.78165, -18.6, 2.15306
1, 1, 9.99936, 15.6134, 10.266, 5.61403, 0.266667, -1.61654, 9.23072, -16.3, 2.12241
1, 1, 10.0193, 15.6333, 10.2859, 5.61403, 0.266667, -1.61163, 9.24664, -16.3, 2.12132
1, 1, 10.0385, 15.6526, 10.3052, 5.61403, 0.266667, -1.60688, 9.26204, -16.3, 2.12027
1, 1, 10.0571, 15.6712, 10.3238, 5.61403, 0.266667, -1.60229, 9.27694, -16.3, 2.11925
1, 1, 10.0751, 15.6892, 10.3418, 5.61403, 0.266667, -1.59785, 9.29134, -16.3, 2.11827
1, 1, 10.0926, 15.7066, 10.3592, 5.61403, 0.266667, -1.59356, 9.30527, -16.3, 2.11732
1, 1, 10.1094, 15.7234, 10.3761, 5.61403, 0.266667, -1.5894, 9.95875, -13.1, 2.07271
1, 1, 10.1718, 15.7858, 10.4384, 5.61403, 0.266667, -1.57402, 10.0086, -13.1, 2.0693
1, 1, 10.2321, 15.8461, 10.4988, 5.61403, 0.266667, -1.55915, 10.0569, -13.1, 2.06601
1, 1, 10.2904, 15.9045, 10.5571, 5.61403, 0.266667, -1.54476, 10.1036, -13.1, 2.06282
1, 1, 10.3469, 15.9609, 10.6135, 5.61403, 0.266667, -1.53084, 10.1487, -13.1, 2.05974
1, 1, 10.4014, 16.0155, 10.6681, 5.61403, 0.266667, -1.51738, 10.1924, -13.1, 2.05676
1, 1, 10.4542, 16.0683, 10.7209, 5.61403, 0.266667, -1.50437, 11.0546, -9, 1.99791
1, 1, 10.5643, 16.1783, 10.831, 5.61403, 0.266667, -1.47722, 11.1427, -9, 1.9919
1, 1, 10.6708, 16.2848, 10.9375, 5.61403, 0.266667, -1.45096, 11.2279, -9, 1.98608
1, 1, 10.7738, 16.3878, 11.0404, 5.61403, 0.266667, -1.42557, 11.3102, -9, 1.98046
1, 1, 10.8734, 16.4874, 11.14, 5.61403, 0.266667, -1.40101, 11.3899, -9, 1.97502
1, 1, 10.9697, 16.5837, 11.2364, 5.61403, 0.266667, -1.37725, 11.467, -9, 1.96976
1, 1, 11.0629, 16.6769, 11.3295, 5.61403, 0.266667, -1.35428, 11.9815, -6.8, 1.93464
1, 1, 11.1847, 16.7987, 11.4513, 5.61403, 0.266667, -1.32424, 12.0789, -6.8, 1.92799
1, 1, 11.3024, 16.9165, 11.5691, 5.61403, 0.266667, -1.2952, 12.1732, -6.8, 1.92155
1, 1, 11.4164, 17.0304, 11.683, 5.61403, 0.266667, -1.2671, 12.2643, -6.8, 1.91533
1, 1, 11.5265, 17.1406, 11.7932, 5.61403, 0.266667, -1.23993, 12.3525, -6.8, 1.90932
1, 1, 11.6331, 17.2471, 11.8998, 5.61403, 0.266667, -1.21365, 12.4377, -6.8, 1.9035
1, 1, 11.7362, 17.3502, 12.0028, 5.61403, 0.266667, -1.18824, 12.8002, -5.4, 1.87876
1, 1, 11.856, 17.4701, 12.1227, 5.61403, 0.266667, -1.15868, 12.896, -5.4, 1.87221
1, 1, 11.9719, 17.586, 12.2386, 5.61403, 0.266667, -1.1301, 12.9888, -5.4, 1.86588
1, 1, 12.084, 17.6981, 12.3507, 5.61403, 0.266667, -1.10246, 13.0785, -5.4, 1.85976
1, 1, 12.1925, 17.8065, 12.4591, 5.61403, 0.266667, -1.07572, 13.1652, -5.4, 1.85384
1, 1, 12.2973, 17.9114, 12.564, 5.61403, 0.266667, -1.04986, 13.2491, -5.4, 1.84811
1, 1, 12.3987, 18.0128, 12.6654, 5.61403, 0.266667, -1.02485, 13.4902, -4.6, 1.83165
1, 1, 12.5084, 18.1224, 12.775, 5.61403, 0.266667, -0.997819, 13.5779, -4.6, 1.82567
1, 1, 12.6144, 18.2284, 12.881, 5.61403, 0.266667, -0.971676, 13.6627, -4.6, 1.81988
1, 1, 12.7169, 18.3309, 12.9836, 5.61403, 0.266667, -0.946391, 13.7447, -4.6, 1.81428
1, 1, 12.8161, 18.4301, 13.0827, 5.61403, 0.266667, -0.921937, 13.8241, -4.6, 1.80886
1, 1, 12.912, 18.526, 13.1786, 5.61403, 0.266667, -0.898286, 13.9008, -4.6, 1.80363
1, 1, 13.0047, 18.6188, 13.2714, 5.61403, 0.266667, -0.87541, 14.015, -4.4, 1.79583
1, 1, 13.0973, 18.7114, 13.364, 5.61403, 0.266667, -0.852576, 14.0891, -4.4, 1.79077
1, 1, 13.1869, 18.8009, 13.4536, 5.61403, 0.266667, -0.830491, 14.1607, -4.4, 1.78588
1, 1, 13.2735, 18.8875, 13.5402, 5.61403, 0.266667, -0.809132, 14.23, -4.4, 1.78115
1, 1, 13.3573, 18.9713, 13.6239, 5.61403, 0.266667, -0.788473, 14.2971, -4.4, 1.77658
1, 1, 13.4383, 19.0523, 13.705, 5.61403, 0.266667, -0.768493, 14.3619, -4.4, 1.77215
1, 1, 13.5167, 19.1307, 13.7833, 5.61403, 0.266667, -0.749169, 14.4446, -4.3, 1.76651
1, 1, 13.5939, 19.2079, 13.8606, 5.61403, 0.266667, -0.730124, 14.5063, -4.3, 1.76229
1, 1, 13.6686, 19.2826, 13.9353, 5.61403, 0.266667, -0.711704, 14.5661, -4.3, 1.75821
1, 1, 13.7408, 19.3549, 14.0075, 5.61403, 0.266667, -0.69389, 14.6239, -4.3, 1.75427
1, 1, 13.8107, 19.4247, 14.0774, 5.61403, 0.266667, -0.67666, 14.6798, -4.3, 1.75045
1, 1, 13.8783, 19.4923, 14.1449, 5.61403, 0.266667, -0.659996, 14.7339, -4.3, 1.74676
1, 1, 13.9436, 19.5577, 14.2103, 5.61403, 0.266667, -0.643878, 14.6061, -5.2, 1.75548
1, 1, 13.9939, 19.6079, 14.2606, 5.61403, 0.266667, -0.631486, 14.6463, -5.2, 1.75274
1, 1, 14.0425, 19.6565, 14.3092, 5.61403, 0.266667, -0.619501, 14.6852, -5.2, 1.75008
1, 1, 14.0895, 19.7035, 14.3562, 5.61403, 0.266667, -0.607909, 14.7228, -5.2, 1.74752
1, 1, 14.135, 19.749, 14.4016, 5.61403, 0.266667, -0.596698, 14.7592, -5.2, 1.74503
1, 1, 14.1789, 19.793, 14.4456, 5.61403, 0.266667, -0.585854, 14.7944, -5.2, 1.74263
1, 1, 14.2215, 19.8355, 14.4881, 5.61403, 0.266667, -0.575367, 14.7084, -5.8, 1.7485
1, 1, 14.254, 19.868, 14.5206, 5.61403, 0.266667, -0.567354, 14.7344, -5.8, 1.74673
1, 1, 14.2854, 19.8994, 14.552, 5.61403, 0.266667, -0.559605, 14.7595, -5.8, 1.74501
1, 1, 14.3158, 19.9298, 14.5824, 5.61403, 0.266667, -0.55211, 14.7838, -5.8, 1.74335
1, 1, 14.3452, 19.9592, 14.6118, 5.61403, 0.266667, -0.544861, 14.8074, -5.8, 1.74175
1, 1, 14.3736, 19.9876, 14.6403, 5.61403, 0.266667, -0.537851, 14.8301, -5.8, 1.74019
1, 1, 14.4011, 20.0151, 14.6678, 5.61403, 0.266667, -0.53107, 14.6721, -6.7, 1.75098
1, 1, 14.4147, 20.0288, 14.6814, 5.61403, 0.266667, -0.527707, 14.683, -6.7, 1.75023
1, 1, 14.4279, 20.0419, 14.6946, 5.61403, 0.266667, -0.524456, 14.6936, -6.7, 1.74951
1, 1, 14.4407, 20.0547, 14.7073, 5.61403, 0.266667, -0.52131, 14.7038, -6.7, 1.74882
1, 1, 14.453, 20.067, 14.7197, 5.61403, 0.266667, -0.518269, 14.7136, -6.7, 1.74814
1, 1, 14.4649, 20.079, 14.7316, 5.61403, 0.266667, -0.515327, 14.7232, -6.7, 1.74749
1, 1, 14.4765, 20.0905, 14.7431, 5.61403, 0.266667, -0.512482, 14.5724, -7.5, 1.75778
1, 1, 14.4761, 20.0901, 14.7428, 5.61403, 0.266667, -0.51257, 14.5721, -7.5, 1.7578
1, 1, 14.4758, 20.0898, 14.7424, 5.61403, 0.266667, -0.512657, 14.5718, -7.5, 1.75782
1, 1, 14.4754, 20.0895, 14.7421, 5.61403, 0.266667, -0.51274, 14.5716, -7.5, 1.75784
1, 1, 14.4751, 20.0891, 14.7418, 5.61403, 0.266667, -0.512821, 14.5713, -7.5, 1.75786
1, 1, 14.4748, 20.0888, 14.7414, 5.61403, 0.266667, -0.512898, 14.5711, -7.5, 1.75788
1, 1, 14.4745, 20.0885, 14.7411, 5.61403, 0.266667, -0.512973, 14.4508, -8.1, 1.76608
1, 1, 14.4655, 20.0796, 14.7322, 5.61403, 0.266667, -0.515177, 14.4437, -8.1, 1.76657
1, 1, 14.4569, 20.0709, 14.7236, 5.61403, 0.266667, -0.517308, 14.4367, -8.1, 1.76704
1, 1, 14.4485, 20.0626, 14.7152, 5.61403, 0.266667, -0.519369, 14.4301, -8.1, 1.7675
1, 1, 14.4405, 20.0545, 14.7071, 5.61403, 0.266667, -0.521362, 14.4236, -8.1, 1.76794
1, 1, 14.4326, 20.0467, 14.6993, 5.61403, 0.266667, -0.523291, 14.4173, -8.1, 1.76837
1, 1, 14.4251, 20.0391, 14.6917, 5.61403, 0.266667, -0.525155, 14.4913, -7.7, 1.76332
1, 1, 14.4235, 20.0376, 14.6902, 5.61403, 0.266667, -0.525538, 14.49, -7.7, 1.76341
1, 1, 14.422, 20.0361, 14.6887, 5.61403, 0.266667, -0.525909, 14.4888, -7.7, 1.76349
1, 1, 14.4206, 20.0346, 14.6872, 5.61403, 0.266667, -0.526267, 14.4877, -7.7, 1.76357
1, 1, 14.4192, 20.0332, 14.6858, 5.61403, 0.266667, -0.526613, 14.4866, -7.7, 1.76364
1, 1, 14.4178, 20.0318, 14.6845, 5.61403, 0.266667, -0.526948, 14.4855, -7.7, 1.76372
1, 1, 14.4165, 20.0305, 14.6832, 5.61403, 0.266667, -0.527273, 14.4244, -8, 1.76788
1, 1, 14.4109, 20.0249, 14.6776, 5.61403, 0.266667, -0.528651, 14.4199, -8, 1.76819
1, 1, 14.4055, 20.0195, 14.6722, 5.61403, 0.266667, -0.529985, 14.4156, -8, 1.76849
1, 1, 14.4003, 20.0143, 14.6669, 5.61403, 0.266667, -0.531274, 14.4114, -8, 1.76877
1, 1, 14.3952, 20.0092, 14.6619, 5.61403, 0.266667, -0.532522, 14.4074, -8, 1.76905
1, 1, 14.3903, 20.0043, 14.657, 5.61403, 0.266667, -0.533729, 14.4035, -8, 1.76931
1, 1, 14.3856, 19.9996, 14.6522, 5.61403, 0.266667, -0.534895, 14.2797, -8.6, 1.77776
1, 1, 14.3724, 19.9864, 14.639, 5.61403, 0.266667, -0.538155, 14.2691, -8.6, 1.77849
1, 1, 14.3596, 19.9736, 14.6262, 5.61403, 0.266667, -0.541307, 14.2589, -8.6, 1.77918
1, 1, 14.3472, 19.9613, 14.6139, 5.61403, 0.266667, -0.544355, 14.249, -8.6, 1.77986
1, 1, 14.3353, 19.9493, 14.6019, 5.61403, 0.266667, -0.547304, 14.2394, -8.6, 1.78051
1, 1, 14.3237, 19.9377, 14.5904, 5.61403, 0.266667, -0.550156, 14.2302, -8.6, 1.78114
1, 1, 14.3125, 19.9265, 14.5792, 5.61403, 0.266667, -0.552914, 14.2212, -8.6, 1.78175
1, 1, 14.3017, 19.9157, 14.5684, 5.61403, 0.266667, -0.555582, 14.2126, -8.6, 1.78234
1, 1, 14.2912, 19.9053, 14.5579, 5.61403, 0.266667, -0.558162, 14.2042, -8.6, 1.78292
1, 1, 14.2811, 19.8951, 14.5478, 5.61403, 0.266667, -0.560657, 14.1961, -8.6, 1.78347
1, 1, 14.2713, 19.8854, 14.538, 5.61403, 0.266667, -0.563071, 14.1883, -8.6, 1.784
1, 1, 14.2619, 19.8759, 14.5285, 5.61403, 0.266667, -0.565405, 14.1807, -8.6, 1.78452
1, 1, 14.2527, 19.8667, 14.5194, 5.61403, 0.266667, -0.567663, 14.2334, -8.3, 1.78092
1, 1, 14.2482, 19.8622, 14.5148, 5.61403, 0.266667, -0.568781, 14.2298, -8.3, 1.78117
1, 1, 14.2438, 19.8578, 14.5104, 5.61403, 0.266667, -0.569863, 14.2263, -8.3, 1.78141
1, 1, 14.2395, 19.8536, 14.5062, 5.61403, 0.266667, -0.570909, 14.2229, -8.3, 1.78164
1, 1, 14.2354, 19.8495, 14.5021, 5.61403, 0.266667, -0.57192, 14.2196, -8.3, 1.78187
1, 1, 14.2315, 19.8455, 14.4981, 5.61403, 0.266667, -0.572899, 14.2164, -8.3, 1.78208
1, 1, 14.2276, 19.8417, 14.4943, 5.61403, 0.266667, -0.573845, 14.1333, -8.7, 1.78775
1, 1, 14.2182, 19.8322, 14.4848, 5.61403, 0.266667, -0.576181, 14.1258, -8.7, 1.78827
1, 1, 14.209, 19.823, 14.4757, 5.61403, 0.266667, -0.578439, 14.1184, -8.7, 1.78877
1, 1, 14.2001, 19.8142, 14.4668, 5.61403, 0.266667, -0.580624, 14.1113, -8.7, 1.78926
1, 1, 14.1916, 19.8056, 14.4582, 5.61403, 0.266667, -0.582738, 14.1045, -8.7, 1.78972
1, 1, 14.1833, 19.7973, 14.45, 5.61403, 0.266667, -0.584781, 14.0979, -8.7, 1.79018
1, 1, 14.1753, 19.7893, 14.4419, 5.61403, 0.266667, -0.586758, 14.1114, -8.6, 1.78925
1, 1, 14.169, 19.783, 14.4356, 5.61403, 0.266667, -0.588314, 14.1064, -8.6, 1.78959
1, 1, 14.1629, 19.7769, 14.4295, 5.61403, 0.266667, -0.589819, 14.1015, -8.6, 1.78993
1, 1, 14.1569, 19.771, 14.4236, 5.61403, 0.266667, -0.591275, 14.0968, -8.6, 1.79025
1, 1, 14.1512, 19.7653, 14.4179, 5.61403, 0.266667, -0.592684, 14.0922, -8.6, 1.79056
1, 1, 14.1457, 19.7598, 14.4124, 5.61403, 0.266667, -0.594046, 14.0878, -8.6, 1.79086
1, 1, 14.1404, 19.7544, 14.407, 5.61403, 0.266667, -0.595363, 14.3035, -7.5, 1.77614
1, 1, 14.151, 19.7651, 14.4177, 5.61403, 0.266667, -0.592731, 14.3121, -7.5, 1.77555
1, 1, 14.1614, 19.7754, 14.428, 5.61403, 0.266667, -0.590186, 14.3203, -7.5, 1.77499
1, 1, 14.1714, 19.7854, 14.438, 5.61403, 0.266667, -0.587723, 14.3283, -7.5, 1.77445
1, 1, 14.181, 19.795, 14.4477, 5.61403, 0.266667, -0.585342, 14.336, -7.5, 1.77392
1, 1, 14.1903, 19.8044, 14.457, 5.61403, 0.266667, -0.583039, 14.3435, -7.5, 1.77341
1, 1, 14.1994, 19.8134, 14.466, 5.61403, 0.266667, -0.580811, 14.3907, -7.3, 1.77018
1, 1, 14.211, 19.825, 14.4777, 5.61403, 0.266667, -0.577947, 14.4, -7.3, 1.76955
1, 1, 14.2222, 19.8363, 14.4889, 5.61403, 0.266667, -0.575176, 14.409, -7.3, 1.76894
1, 1, 14.2331, 19.8471, 14.4998, 5.61403, 0.266667, -0.572497, 14.4177, -7.3, 1.76834
1, 1, 14.2436, 19.8576, 14.5103, 5.61403, 0.266667, -0.569905, 14.4261, -7.3, 1.76777
1, 1, 14.2538, 19.8678, 14.5204, 5.61403, 0.266667, -0.567399, 14.4342, -7.3, 1.76721
1, 1, 14.2636, 19.8776, 14.5303, 5.61403, 0.266667, -0.564975, 14.5021, -7, 1.76258
1, 1, 14.2774, 19.8915, 14.5441, 5.61403, 0.266667, -0.561565, 14.5132, -7, 1.76183
1, 1, 14.2908, 19.9048, 14.5575, 5.61403, 0.266667, -0.558267, 14.5239, -7, 1.7611
1, 1, 14.3037, 19.9178, 14.5704, 5.61403, 0.266667, -0.555077, 14.5342, -7, 1.76039
1, 1, 14.3162, 19.9303, 14.5829, 5.61403, 0.266667, -0.551992, 14.5442, -7, 1.75971
1, 1, 14.3283, 19.9424, 14.595, 5.61403, 0.266667, -0.549009, 14.5539, -7, 1.75905
1, 1, 14.3401, 19.9541, 14.6067, 5.61403, 0.266667, -0.546122, 14.6633, -6.5, 1.75158
1, 1, 14.3586, 19.9726, 14.6252, 5.61403, 0.266667, -0.541556, 14.6781, -6.5, 1.75057
1, 1, 14.3765, 19.9905, 14.6431, 5.61403, 0.266667, -0.53714, 14.6924, -6.5, 1.74959
1, 1, 14.3938, 20.0078, 14.6605, 5.61403, 0.266667, -0.532868, 14.7063, -6.5, 1.74865
1, 1, 14.4106, 20.0246, 14.6772, 5.61403, 0.266667, -0.528736, 14.7197, -6.5, 1.74773
1, 1, 14.4268, 20.0408, 14.6934, 5.61403, 0.266667, -0.524741, 14.7326, -6.5, 1.74685
1, 1, 14.4424, 20.0565, 14.7091, 5.61403, 0.266667, -0.520876, 14.8252, -6.1, 1.74053
1, 1, 14.4633, 20.0774, 14.73, 5.61403, 0.266667, -0.515718, 14.8419, -6.1, 1.73939
1, 1, 14.4836, 20.0976, 14.7502, 5.61403, 0.266667, -0.510729, 14.8581, -6.1, 1.73828
1, 1, 14.5031, 20.1172, 14.7698, 5.61403, 0.266667, -0.505905, 14.8737, -6.1, 1.73721
1, 1, 14.5221, 20.1361, 14.7887, 5.61403, 0.266667, -0.501238, 14.8889, -6.1, 1.73618
1, 1, 14.5404, 20.1544, 14.807, 5.61403, 0.266667, -0.496724, 14.9035, -6.1, 1.73518
1, 1, 14.5581, 20.1721, 14.8247, 5.61403, 0.266667, -0.492359, 15.3377, -4, 1.70555
1, 1, 14.6054, 20.2195, 14.8721, 5.61403, 0.266667, -0.48068, 15.3756, -4, 1.70296
1, 1, 14.6512, 20.2653, 14.9179, 5.61403, 0.266667, -0.469385, 15.4122, -4, 1.70046
1, 1, 14.6955, 20.3096, 14.9622, 5.61403, 0.266667, -0.45846, 15.4477, -4, 1.69804
1, 1, 14.7384, 20.3524, 15.0051, 5.61403, 0.266667, -0.447893, 15.4819, -4, 1.6957
1, 1, 14.7798, 20.3939, 15.0465, 5.61403, 0.266667, -0.437674, 15.5151, -4, 1.69344
1, 1, 14.8199, 20.4339, 15.0866, 5.61403, 0.266667, -0.42779, 15.6672, -3.4, 1.68306
1, 1, 14.8673, 20.4813, 15.134, 5.61403, 0.266667, -0.4161, 15.7051, -3.4, 1.68047
1, 1, 14.9132, 20.5272, 15.1798, 5.61403, 0.266667, -0.404794, 15.7418, -3.4, 1.67796
1, 1, 14.9575, 20.5715, 15.2242, 5.61403, 0.266667, -0.393859, 15.7772, -3.4, 1.67554
1, 1, 15.0004, 20.6144, 15.2671, 5.61403, 0.266667, -0.383284, 15.8115, -3.4, 1.6732
1, 1, 15.0419, 20.6559, 15.3085, 5.61403, 0.266667, -0.373055, 15.8447, -3.4, 1.67094
1, 1, 15.082, 20.696, 15.3487, 5.61403, 0.266667, -0.363162, 16.1568, -2, 1.64963
1, 1, 15.1409, 20.755, 15.4076, 5.61403, 0.266667, -0.348622, 16.204, -2, 1.64641
1, 1, 15.198, 20.812, 15.4646, 5.61403, 0.266667, -0.33456, 16.2496, -2, 1.6433
1, 1, 15.2531, 20.8672, 15.5198, 5.61403, 0.266667, -0.320959, 16.2937, -2, 1.64029
1, 1, 15.3065, 20.9205, 15.5731, 5.61403, 0.266667, -0.307805, 16.3364, -2, 1.63737
1, 1, 15.3581, 20.9721, 15.6247, 5.61403, 0.266667, -0.295083, 16.3777, -2, 1.63456
1, 1, 15.408, 21.022, 15.6746, 5.61403, 0.266667, -0.282779, 16.5376, -1.4, 1.62364
1, 1, 15.4648, 21.0789, 15.7315, 5.61403, 0.266667, -0.268747, 16.5831, -1.4, 1.62053
1, 1, 15.5199, 21.1339, 15.7865, 5.61403, 0.266667, -0.255177, 16.6271, -1.4, 1.61753
1, 1, 15.5731, 21.1871, 15.8398, 5.61403, 0.266667, -0.242052, 16.6697, -1.4, 1.61462
1, 1, 15.6246, 21.2386, 15.8912, 5.61403, 0.266667, -0.229357, 16.7109, -1.4, 1.61181
1, 1, 15.6744, 21.2884, 15.941, 5.61403, 0.266667, -0.21708, 16.7507, -1.4, 1.60909
1, 1, 15.7225, 21.3366, 15.9892, 5.61403, 0.266667, -0.205206, 16.9292, -0.7, 1.59691
1, 1, 15.7792, 21.3932, 16.0458, 5.61403, 0.266667, -0.191235, 16.9746, -0.7, 1.59381
1, 1, 15.834, 21.448, 16.1006, 5.61403, 0.266667, -0.177724, 17.0184, -0.7, 1.59082
1, 1, 15.887, 21.501, 16.1536, 5.61403, 0.266667, -0.164656, 17.0608, -0.7, 1.58793
1, 1, 15.9382, 21.5522, 16.2049, 5.61403, 0.266667, -0.152017, 17.1018, -0.7, 1.58513
1, 1, 15.9878, 21.6018, 16.2544, 5.61403, 0.266667, -0.139793, 17.1415, -0.7, 1.58242
1, 1, 16.0357, 21.6498, 16.3024, 5.61403, 0.266667, -0.12797, 17.2998, -0.1, 1.57161
1, 1, 16.0907, 21.7048, 16.3574, 5.61403, 0.266667, -0.114405, 17.3438, -0.1, 1.56861
1, 1, 16.1439, 21.758, 16.4106, 5.61403, 0.266667, -0.101285, 17.3864, -0.1, 1.5657
1, 1, 16.1954, 21.8094, 16.4621, 5.61403, 0.266667, -0.0885954, 17.4275, -0.1, 1.56289
1, 1, 16.2452, 21.8592, 16.5118, 5.61403, 0.266667, -0.076323, 17.4674, -0.1, 1.56017
1, 1, 16.2933, 21.9073, 16.56, 5.61403, 0.266667, -0.0644536, 17.5059, -0.1, 1.55755
1, 1, 16.3398, 21.9539, 16.6065, 5.61403, 0.266667, -0.0529738, 17.4631, -0.5, 1.56047
1, 1, 16.3791, 21.9931, 16.6458, 5.61403, 0.266667, -0.0432911, 17.4945, -0.5, 1.55832
1, 1, 16.4171, 22.0311, 16.6838, 5.61403, 0.266667, -0.0339264, 17.5249, -0.5, 1.55625
1, 1, 16.4538, 22.0678, 16.7205, 5.61403, 0.266667, -0.0248693, 17.5543, -0.5, 1.55424
1, 1, 16.4893, 22.1034, 16.756, 5.61403, 0.266667, -0.0161094, 17.5827, -0.5, 1.5523
1, 1, 16.5237, 22.1377, 16.7904, 5.61403, 0.266667, -0.00763698, 17.6102, -0.5, 1.55043
1, 1, 16.5569, 22.171, 16.8236, 5.61403, 0.266667, 0.000557028, 17.3768, -1.8, 1.56636
1, 1, 16.5703, 22.1844, 16.837, 5.61403, 0.266667, 0.00386548, 17.3875, -1.8, 1.56563
1, 1, 16.5833, 22.1973, 16.85, 5.61403, 0.266667, 0.00706576, 17.3979, -1.8, 1.56492
1, 1, 16.5959, 22.2099, 16.8625, 5.61403, 0.266667, 0.0101607, 17.4079, -1.8, 1.56423
1, 1, 16.608, 22.222, 16.8747, 5.61403, 0.266667, 0.013154, 17.4176, -1.8, 1.56357
1, 1, 16.6197, 22.2338, 16.8864, 5.61403, 0.266667, 0.0160495, 17.427, -1.8, 1.56293
1, 1, 16.6311, 22.2451, 16.8978, 5.61403, 0.266667, 0.0188495, 17.3361, -2.3, 1.56913
1, 1, 16.6349, 22.2489, 16.9015, 5.61403, 0.266667, 0.0197822, 17.3391, -2.3, 1.56893
1, 1, 16.6385, 22.2526, 16.9052, 5.61403, 0.266667, 0.0206843, 17.3421, -2.3, 1.56873
1, 1, 16.6421, 22.2561, 16.9087, 5.61403, 0.266667, 0.0215568, 17.3449, -2.3, 1.56853
