# Number of Zones: 1
# Number of Rooms: 1
# Simulation Duration: 2674800 seconds
# Time Step: 600 seconds 
# Number of Time Instances: 4458
# Thermal Capacity of Room (C): 2000 kJ/K 
# Thermal Capacity of SPOT Region (C_): 200 kJ/K 
# Heat Transfer Coefficient for Outside (alpha_o): 0.048 kJ/K.s 
# Heat Transfer Coefficient for Regions (alpha_r): 0.1425 kJ/K.s 
# Heat Load Due to Lightening and Equipments (Q_l): 0.1 kW 
# Heat Load Due to Presence of Occupants (Q_h): 0.1 kW 
# Heat Load of SPOT Unit (Q_s): 0.7 kW 
# Coefficient of Fan Power Consumption (fan_coef): 0.094
# Density of Air (density): 1.225 kg/m3 
# Specific Heat Capacity of Air (specific_heat): 1.003 kJ/kg.K 
# Parameter-1 of Learned PMV Model: 0.2466
# Parameter-2 of Learned PMV Model: 1.4075
# Parameter-3 of Learned PMV Model: 0.581
# Parameter-4 of Learned PMV Model: 5.4668
# Heating Efficiency of AHU: 0.9
# Cooling Efficiency of AHU: 0.9

S_{SPOT}^1, Occupancy^1, T_{HVAC}^1, T_{SPOT}^1, T_{NoSPOT}^1, DeltaT_{SPOT}^1, DeltaT_{NoSPOT}^1, PPV^1, T_{MixedAir}, T_{ext}, P_{AHU}
1, -3.2, 14.9693, 17.7154, 15.1025, 2.74615, 0.133262, -1.09818, 13.5323, -3.2, 1.82878
1, -3.2, 14.8886, 17.6008, 15.0191, 2.71217, 0.130442, -1.12644, 13.4406, -3.2, 1.83504
1, -3.2, 14.8107, 17.5034, 14.9395, 2.69272, 0.128828, -1.15047, 13.3627, -3.2, 1.84036
1, -3.6, 14.7352, 17.4168, 14.8632, 2.68158, 0.127904, -1.17181, 13.2135, -3.6, 1.85054
1, -3.6, 14.6446, 17.1998, 14.7719, 2.55521, 0.127375, -1.22534, 13.0398, -3.6, 1.8624
1, -3.6, 14.5568, 17.0397, 14.6782, 2.48285, 0.121372, -1.26481, 12.9118, -3.6, 1.87114
1, -3.6, 14.472, 16.9134, 14.5899, 2.44143, 0.117936, -1.29595, 12.8107, -3.6, 1.87803
1, -3.6, 14.3899, 16.8077, 14.5059, 2.41772, 0.115968, -1.32203, 12.7261, -3.6, 1.88381
1, -3.6, 14.3106, 16.7147, 14.4254, 2.40415, 0.114842, -1.34495, 12.6518, -3.6, 1.88888
1, -3.4, 14.2338, 16.6302, 14.348, 2.39637, 0.114197, -1.36579, 12.6242, -3.4, 1.89077
1, -3.4, 14.1685, 16.6204, 14.2823, 2.45192, 0.113828, -1.36821, 12.6163, -3.4, 1.89131
1, -3.4, 14.1053, 16.589, 14.2217, 2.48373, 0.116466, -1.37596, 12.5912, -3.4, 1.89302
1, -3.4, 14.0441, 16.5461, 14.1621, 2.50193, 0.117977, -1.38654, 12.5568, -3.4, 1.89536
1, -3.4, 13.985, 16.4974, 14.1038, 2.51236, 0.118842, -1.39855, 12.5179, -3.4, 1.89802
1, -3.4, 13.9278, 16.4461, 14.0472, 2.51832, 0.119337, -1.41118, 12.4769, -3.4, 1.90082
1, -3.5, 13.8725, 16.3942, 13.9921, 2.52174, 0.11962, -1.42398, 12.4154, -3.5, 1.90502
1, -3.5, 13.8146, 16.3083, 13.9344, 2.4937, 0.119783, -1.44518, 12.3466, -3.5, 1.90972
1, -3.5, 13.7585, 16.2362, 13.877, 2.47764, 0.118451, -1.46296, 12.2889, -3.5, 1.91365
1, -3.5, 13.7044, 16.1728, 13.822, 2.46845, 0.117688, -1.47859, 12.2382, -3.5, 1.91711
1, -3.5, 13.6519, 16.1151, 13.7692, 2.46319, 0.117251, -1.49281, 12.1921, -3.5, 1.92026
1, -3.5, 13.6012, 16.0614, 13.7183, 2.46017, 0.117001, -1.50605, 12.1491, -3.5, 1.9232
1, -3.5, 13.5522, 16.0107, 13.6691, 2.45845, 0.116858, -1.51857, 12.1085, -3.5, 1.92597
1, -3.5, 13.5048, 15.9623, 13.6216, 2.45746, 0.116776, -1.53051, 12.0698, -3.5, 1.92861
1, -3.5, 13.4589, 15.9158, 13.5757, 2.4569, 0.116729, -1.54195, 12.0327, -3.5, 1.93114
1, -3.5, 13.4146, 15.8712, 13.5313, 2.45657, 0.116703, -1.55297, 11.9969, -3.5, 1.93358
1, -3.5, 13.3717, 15.8281, 13.4884, 2.45639, 0.116687, -1.5636, 11.9625, -3.5, 1.93594
1, -3.5, 13.3302, 15.7865, 13.4469, 2.45628, 0.116678, -1.57385, 11.9292, -3.5, 1.93821
1, -3.4, 13.2901, 15.7463, 13.4067, 2.45622, 0.116673, -1.58376, 11.917, -3.4, 1.93904
1, -3.4, 13.2557, 15.7419, 13.3724, 2.48619, 0.116671, -1.58485, 11.9135, -3.4, 1.93928
1, -3.4, 13.2225, 15.7258, 13.3406, 2.50334, 0.118094, -1.58882, 11.9006, -3.4, 1.94016
1, -3.4, 13.1903, 15.7035, 13.3092, 2.51316, 0.118909, -1.59432, 11.8828, -3.4, 1.94138
1, -3.4, 13.1592, 15.678, 13.2786, 2.51879, 0.119375, -1.60061, 11.8624, -3.4, 1.94277
1, -3.4, 13.1291, 15.6511, 13.2488, 2.522, 0.119642, -1.60723, 11.8409, -3.4, 1.94423
1, -4, 13.1, 15.6239, 13.2198, 2.52385, 0.119795, -1.61395, 11.6991, -4, 1.95391
1, -4, 13.0453, 15.3902, 13.1652, 2.3449, 0.119883, -1.67158, 11.5121, -4, 1.96668
1, -4, 12.9923, 15.2348, 13.1037, 2.24246, 0.111383, -1.70991, 11.3878, -4, 1.97516
1, -4, 12.9411, 15.1249, 13.0476, 2.18381, 0.106517, -1.73701, 11.2999, -4, 1.98116
1, -4, 12.8915, 15.0417, 12.9952, 2.15023, 0.103731, -1.75751, 11.2334, -4, 1.9857
1, -4, 12.8436, 14.9746, 12.9457, 2.13101, 0.102136, -1.77407, 11.1797, -4, 1.98937
1, -3.8, 12.7972, 14.9172, 12.8985, 2.12, 0.101223, -1.78821, 11.1738, -3.8, 1.98977
1, -3.8, 12.7613, 14.935, 12.862, 2.1737, 0.1007, -1.78383, 11.188, -3.8, 1.9888
1, -3.8, 12.7265, 14.931, 12.8298, 2.20444, 0.103251, -1.78483, 11.1848, -3.8, 1.98902
1, -3.8, 12.6929, 14.9149, 12.7976, 2.22204, 0.104711, -1.78878, 11.1719, -3.8, 1.9899
1, -3.8, 12.6604, 14.8925, 12.7659, 2.23212, 0.105547, -1.79432, 11.154, -3.8, 1.99112
1, -3.8, 12.6289, 14.8668, 12.7349, 2.23789, 0.106026, -1.80065, 11.1334, -3.8, 1.99253
1, -3.9, 12.5985, 14.8397, 12.7048, 2.24119, 0.1063, -1.80734, 11.0917, -3.9, 1.99537
1, -3.9, 12.5646, 14.7777, 12.6711, 2.21308, 0.106457, -1.82262, 11.0422, -3.9, 1.99876
1, -3.9, 12.5319, 14.7288, 12.637, 2.19699, 0.105121, -1.83467, 11.0031, -3.9, 2.00142
1, -3.9, 12.5002, 14.688, 12.6045, 2.18778, 0.104357, -1.84475, 10.9704, -3.9, 2.00366
1, -3.9, 12.4695, 14.652, 12.5735, 2.1825, 0.103919, -1.85361, 10.9416, -3.9, 2.00562
1, -3.9, 12.4399, 14.6194, 12.5436, 2.17948, 0.103669, -1.86166, 10.9155, -3.9, 2.0074
1, -4.1, 12.4112, 14.589, 12.5148, 2.17775, 0.103525, -1.86915, 10.8512, -4.1, 2.01179
1, -4.1, 12.3746, 14.4914, 12.4781, 2.11676, 0.103443, -1.89322, 10.7731, -4.1, 2.01712
1, -4.1, 12.3392, 14.4211, 12.4398, 2.08185, 0.100546, -1.91056, 10.7169, -4.1, 2.02096
1, -4.1, 12.305, 14.3669, 12.4039, 2.06186, 0.0988877, -1.92393, 10.6735, -4.1, 2.02392
1, -4.1, 12.2719, 14.3223, 12.3698, 2.05041, 0.0979382, -1.93492, 10.6379, -4.1, 2.02635
1, -4.1, 12.2399, 14.2837, 12.3373, 2.04386, 0.0973946, -1.94443, 10.607, -4.1, 2.02846
1, -4.1, 12.2089, 14.249, 12.306, 2.04011, 0.0970834, -1.95299, 10.5792, -4.1, 2.03036
1, -4.1, 12.1789, 14.2169, 12.2759, 2.03796, 0.0969053, -1.96091, 10.5535, -4.1, 2.03211
1, -4.1, 12.15, 14.1867, 12.2468, 2.03673, 0.0968032, -1.96836, 10.5294, -4.1, 2.03376
1, -4.1, 12.122, 14.158, 12.2187, 2.03603, 0.0967448, -1.97544, 10.5064, -4.1, 2.03533
1, -4.1, 12.0949, 14.1305, 12.1916, 2.03563, 0.0967114, -1.98222, 10.4844, -4.1, 2.03683
1, -4.1, 12.0686, 14.104, 12.1653, 2.0354, 0.0966923, -1.98874, 10.4632, -4.1, 2.03827
1, -3.9, 12.0433, 14.0786, 12.14, 2.03526, 0.0966813, -1.99503, 10.4828, -3.9, 2.03694
1, -3.9, 12.0277, 14.1228, 12.1243, 2.09519, 0.096675, -1.98411, 10.5183, -3.9, 2.03452
1, -3.9, 12.0125, 14.142, 12.112, 2.1295, 0.0995215, -1.97938, 10.5336, -3.9, 2.03347
1, -3.9, 11.9979, 14.147, 12.099, 2.14914, 0.101151, -1.97814, 10.5376, -3.9, 2.0332
1, -3.9, 11.9837, 14.1441, 12.0858, 2.16038, 0.102084, -1.97886, 10.5353, -3.9, 2.03335
1, -3.9, 11.9701, 14.1369, 12.0727, 2.16682, 0.102618, -1.98065, 10.5295, -3.9, 2.03375
1, -4.1, 11.9568, 14.1273, 12.0598, 2.1705, 0.102924, -1.983, 10.4819, -4.1, 2.037
1, -4.1, 11.9351, 14.0478, 12.0382, 2.11261, 0.103099, -2.00262, 10.4182, -4.1, 2.04135
1, -4.1, 11.9142, 13.9936, 12.0145, 2.07947, 0.100349, -2.01597, 10.3749, -4.1, 2.0443
1, -4.1, 11.8939, 13.9544, 11.9927, 2.0605, 0.0987749, -2.02565, 10.3435, -4.1, 2.04645
1, -4.1, 11.8743, 13.9239, 11.9722, 2.04963, 0.0978736, -2.03316, 10.3191, -4.1, 2.04811
1, -4.1, 11.8553, 13.8987, 11.9527, 2.04342, 0.0973576, -2.03937, 10.299, -4.1, 2.04949
1, -4.3, 11.837, 13.8768, 11.934, 2.03986, 0.0970622, -2.04478, 10.2415, -4.3, 2.05341
1, -4.3, 11.8103, 13.7882, 11.9072, 1.97782, 0.0968931, -2.06664, 10.1705, -4.3, 2.05825
1, -4.3, 11.7846, 13.7269, 11.8785, 1.9423, 0.0939463, -2.08175, 10.1215, -4.3, 2.0616
1, -4.3, 11.7597, 13.6817, 11.8519, 1.92197, 0.0922593, -2.0929, 10.0853, -4.3, 2.06407
1, -4.3, 11.7356, 13.6459, 11.8269, 1.91033, 0.0912934, -2.10172, 10.0567, -4.3, 2.06602
1, -4.3, 11.7123, 13.616, 11.803, 1.90366, 0.0907405, -2.1091, 10.0328, -4.3, 2.06766
1, -4.6, 11.6898, 13.5896, 11.7802, 1.89985, 0.0904239, -2.1156, 9.95169, -4.6, 2.07319
1, -4.6, 11.6547, 13.4623, 11.7449, 1.80766, 0.0902427, -2.14699, 9.84985, -4.6, 2.08014
1, -4.6, 11.6207, 13.3756, 11.7066, 1.75489, 0.0858639, -2.16838, 9.78047, -4.6, 2.08488
1, -4.6, 11.5878, 13.3125, 11.6712, 1.72467, 0.0833571, -2.18393, 9.73002, -4.6, 2.08832
1, -4.6, 11.5561, 13.2635, 11.638, 1.70737, 0.0819219, -2.19603, 9.69077, -4.6, 2.091
1, -4.6, 11.5254, 13.2228, 11.6065, 1.69747, 0.0811003, -2.20605, 9.65827, -4.6, 2.09322
1, -4.6, 11.4956, 13.1874, 11.5763, 1.6918, 0.0806299, -2.21478, 9.62996, -4.6, 2.09515
1, -4.6, 11.4669, 13.1555, 11.5473, 1.68856, 0.0803606, -2.22266, 9.60437, -4.6, 2.0969
1, -4.6, 11.4391, 13.1258, 11.5193, 1.6867, 0.0802065, -2.22998, 9.58065, -4.6, 2.09852
1, -4.6, 11.4122, 13.0979, 11.4923, 1.68563, 0.0801182, -2.23687, 9.55829, -4.6, 2.10005
1, -4.6, 11.3862, 13.0712, 11.4663, 1.68503, 0.0800677, -2.24343, 9.537, -4.6, 2.1015
1, -4.6, 11.3611, 13.0458, 11.4411, 1.68468, 0.0800387, -2.24972, 9.5166, -4.6, 2.10289
1, -4.3, 11.3368, 13.0212, 11.4168, 1.68448, 0.0800222, -2.25576, 9.55698, -4.3, 2.10013
1, -4.3, 11.3265, 13.1009, 11.4066, 1.77436, 0.0800127, -2.23611, 9.62073, -4.3, 2.09578
1, -4.3, 11.3167, 13.1425, 11.401, 1.82582, 0.0842823, -2.22586, 9.654, -4.3, 2.09351
1, -4.3, 11.3071, 13.1624, 11.3939, 1.85528, 0.0867266, -2.22095, 9.66994, -4.3, 2.09242
1, -4.3, 11.2979, 13.1701, 11.386, 1.87215, 0.088126, -2.21906, 9.67605, -4.3, 2.09201
1, -4.3, 11.289, 13.1708, 11.3779, 1.88181, 0.0889271, -2.21888, 9.67663, -4.3, 2.09197
1, -4.5, 11.2803, 13.1677, 11.3697, 1.88733, 0.0893858, -2.21965, 9.63414, -4.5, 2.09487
1, -4.5, 11.2631, 13.0936, 11.3528, 1.8305, 0.0896483, -2.23792, 9.57489, -4.5, 2.09891
1, -4.5, 11.2464, 13.0444, 11.3334, 1.79796, 0.0869487, -2.25005, 9.53553, -4.5, 2.1016
1, -4.5, 11.2303, 13.0097, 11.3157, 1.77933, 0.0854031, -2.25862, 9.50773, -4.5, 2.1035
1, -4.5, 11.2147, 12.9834, 11.2993, 1.76867, 0.0845183, -2.26509, 9.48672, -4.5, 2.10493
1, -4.5, 11.1997, 12.9622, 11.2837, 1.76256, 0.0840117, -2.27032, 9.46978, -4.5, 2.10609
1, -4, 11.1851, 12.9441, 11.2688, 1.75907, 0.0837217, -2.27477, 9.55532, -4, 2.10025
1, -4, 11.1932, 13.1002, 11.2767, 1.90707, 0.0835557, -2.23628, 9.68019, -4, 2.09172
1, -4, 11.201, 13.1928, 11.2916, 1.99179, 0.0905856, -2.21346, 9.75424, -4, 2.08667
1, -4, 11.2086, 13.2489, 11.3032, 2.0403, 0.0946103, -2.19963, 9.79911, -4, 2.08361
1, -4, 11.2159, 13.284, 11.3128, 2.06807, 0.0969144, -2.19097, 9.82718, -4, 2.08169
1, -4, 11.223, 13.307, 11.3212, 2.08397, 0.0982335, -2.1853, 9.84557, -4, 2.08044
1, -3.9, 11.2298, 13.3229, 11.3288, 2.09307, 0.0989886, -2.18137, 9.87833, -3.9, 2.0782
1, -3.9, 11.2409, 13.3692, 11.3403, 2.12828, 0.099421, -2.16996, 9.91535, -3.9, 2.07567
1, -3.9, 11.2516, 13.4001, 11.3527, 2.14844, 0.101094, -2.16235, 9.94004, -3.9, 2.07399
1, -3.9, 11.262, 13.4219, 11.364, 2.15998, 0.102051, -2.15695, 9.95755, -3.9, 2.07279
1, -3.9, 11.272, 13.4386, 11.3746, 2.16659, 0.102599, -2.15285, 9.97085, -3.9, 2.07188
1, -3.9, 11.2817, 13.452, 11.3846, 2.17037, 0.102913, -2.14953, 9.98162, -3.9, 2.07115
1, -3.5, 11.291, 13.4636, 11.3941, 2.17254, 0.103093, -2.14669, 10.0708, -3.5, 2.06506
1, -3.5, 11.3178, 13.6116, 11.421, 2.29378, 0.103196, -2.11018, 10.1893, -3.5, 2.05697
1, -3.5, 11.3438, 13.707, 11.4527, 2.36319, 0.108954, -2.08666, 10.2656, -3.5, 2.05177
1, -3.5, 11.3689, 13.7718, 11.4811, 2.40292, 0.112251, -2.07068, 10.3174, -3.5, 2.04823
1, -3.5, 11.3931, 13.8188, 11.5073, 2.42567, 0.114139, -2.05908, 10.355, -3.5, 2.04566
1, -3.5, 11.4166, 13.8553, 11.5318, 2.4387, 0.11522, -2.05009, 10.3842, -3.5, 2.04367
1, -3.5, 11.4393, 13.8854, 11.5551, 2.44615, 0.115838, -2.04265, 10.4084, -3.5, 2.04202
1, -3.5, 11.4612, 13.9117, 11.5774, 2.45042, 0.116192, -2.03618, 10.4293, -3.5, 2.04059
1, -3.5, 11.4825, 13.9353, 11.5989, 2.45287, 0.116395, -2.03035, 10.4483, -3.5, 2.0393
1, -3.5, 11.503, 13.9573, 11.6195, 2.45427, 0.116511, -2.02494, 10.4658, -3.5, 2.0381
1, -3.5, 11.5229, 13.9779, 11.6394, 2.45507, 0.116578, -2.01984, 10.4823, -3.5, 2.03697
1, -3.5, 11.5421, 13.9976, 11.6587, 2.45553, 0.116616, -2.01499, 10.4981, -3.5, 2.0359
1, -3.7, 11.5606, 14.0164, 11.6773, 2.45579, 0.116637, -2.01035, 10.4731, -3.7, 2.0376
1, -3.7, 11.5697, 13.9657, 11.6864, 2.39594, 0.11665, -2.02287, 10.4325, -3.7, 2.04037
1, -3.7, 11.5785, 13.9402, 11.6923, 2.36167, 0.113807, -2.02915, 10.4122, -3.7, 2.04176
1, -3.7, 11.587, 13.9291, 11.6992, 2.34206, 0.11218, -2.03189, 10.4033, -3.7, 2.04237
1, -3.7, 11.5952, 13.9261, 11.7065, 2.33083, 0.111248, -2.03263, 10.4009, -3.7, 2.04253
1, -3.7, 11.6032, 13.9276, 11.7139, 2.3244, 0.110714, -2.03226, 10.4021, -3.7, 2.04245
1, -3.8, 11.6109, 13.9316, 11.7213, 2.32072, 0.110409, -2.03127, 10.3853, -3.8, 2.0436
1, -3.8, 11.6139, 13.9025, 11.7241, 2.28861, 0.110234, -2.03845, 10.362, -3.8, 2.04519
1, -3.8, 11.6168, 13.887, 11.7255, 2.27023, 0.108709, -2.04227, 10.3496, -3.8, 2.04603
1, -3.8, 11.6196, 13.8793, 11.7274, 2.25971, 0.107836, -2.04417, 10.3434, -3.8, 2.04645
1, -3.8, 11.6223, 13.876, 11.7296, 2.25368, 0.107336, -2.04499, 10.3408, -3.8, 2.04663
1, -3.8, 11.6249, 13.8751, 11.732, 2.25023, 0.10705, -2.04519, 10.3401, -3.8, 2.04668
1, -3.6, 11.6274, 13.8757, 11.7343, 2.24826, 0.106886, -2.04505, 10.3806, -3.6, 2.04392
1, -3.6, 11.6388, 13.9459, 11.7456, 2.30713, 0.106792, -2.02774, 10.4367, -3.6, 2.04008
1, -3.6, 11.6497, 13.9906, 11.7593, 2.34083, 0.109589, -2.01673, 10.4725, -3.6, 2.03764
1, -3.6, 11.6603, 14.0205, 11.7715, 2.36013, 0.111189, -2.00935, 10.4964, -3.6, 2.03601
1, -3.6, 11.6706, 14.0418, 11.7827, 2.37117, 0.112106, -2.0041, 10.5134, -3.6, 2.03485
1, -3.6, 11.6805, 14.058, 11.7931, 2.3775, 0.112631, -2.0001, 10.5264, -3.6, 2.03396
1, -3.2, 11.6901, 14.0712, 11.803, 2.38112, 0.112931, -1.99684, 10.617, -3.2, 2.02778
1, -3.2, 11.7171, 14.2203, 11.8302, 2.50319, 0.113103, -1.96007, 10.7363, -3.2, 2.01964
1, -3.2, 11.7433, 14.3164, 11.8622, 2.57308, 0.118901, -1.93639, 10.8131, -3.2, 2.01439
1, -3.2, 11.7686, 14.3817, 11.8908, 2.61309, 0.122221, -1.92028, 10.8653, -3.2, 2.01083
1, -3.2, 11.793, 14.429, 11.9172, 2.63599, 0.124122, -1.9086, 10.9032, -3.2, 2.00824
1, -3.2, 11.8167, 14.4658, 11.9419, 2.6491, 0.12521, -1.89953, 10.9326, -3.2, 2.00623
1, -2.9, 11.8396, 14.4962, 11.9654, 2.65661, 0.125832, -1.89204, 11.0169, -2.9, 2.00048
1, -2.9, 11.875, 14.6259, 12.0012, 2.75091, 0.126189, -1.86004, 11.1207, -2.9, 1.99339
1, -2.9, 11.9093, 14.7142, 12.04, 2.8049, 0.130668, -1.83828, 11.1914, -2.9, 1.98857
1, -2.9, 11.9425, 14.7783, 12.0757, 2.8358, 0.133233, -1.82248, 11.2426, -2.9, 1.98507
1, -2.9, 11.9745, 14.828, 12.1092, 2.8535, 0.134701, -1.81021, 11.2824, -2.9, 1.98236
1, -2.9, 12.0056, 14.8692, 12.1411, 2.86363, 0.135541, -1.80006, 11.3153, -2.9, 1.98011
1, -2.4, 12.0356, 14.905, 12.1716, 2.86943, 0.136022, -1.79123, 11.444, -2.4, 1.97133
1, -2.4, 12.0868, 15.1095, 12.2231, 3.02275, 0.136298, -1.74079, 11.6076, -2.4, 1.96016
1, -2.4, 12.1363, 15.2468, 12.2799, 3.11052, 0.14358, -1.70693, 11.7175, -2.4, 1.95266
1, -2.4, 12.1842, 15.345, 12.332, 3.16077, 0.14775, -1.68273, 11.796, -2.4, 1.9473
